datestamp,spx,cpi
1974-05-13,90.66,2.262569832
1974-05-14,90.69,2.262569832
1974-05-15,90.45,2.262569832
1974-05-16,89.72,2.262569832
1974-05-17,88.21,2.262569832
1974-05-20,87.86,2.262569832
1974-05-21,87.91,2.262569832
1974-05-22,87.09,2.262569832
1974-05-23,87.29,2.262569832
1974-05-24,88.58,2.262569832
1974-05-28,88.37,2.262569832
1974-05-29,86.89,2.262569832
1974-05-30,87.43,2.262569832
1974-05-31,87.28,2.262569832
1974-06-03,89.1,2.281191806
1974-06-04,90.14,2.281191806
1974-06-05,90.31,2.281191806
1974-06-06,91.96,2.281191806
1974-06-07,92.55,2.281191806
1974-06-10,93.1,2.281191806
1974-06-11,92.28,2.281191806
1974-06-12,92.06,2.281191806
1974-06-13,92.34,2.281191806
1974-06-14,91.3,2.281191806
1974-06-17,90.04,2.281191806
1974-06-18,89.45,2.281191806
1974-06-19,88.84,2.281191806
1974-06-20,88.21,2.281191806
1974-06-21,87.46,2.281191806
1974-06-24,87.69,2.281191806
1974-06-25,88.98,2.281191806
1974-06-26,87.67,2.281191806
1974-06-27,86.31,2.281191806
1974-06-28,86,2.281191806
1974-07-01,86.02,2.295158287
1974-07-02,84.3,2.295158287
1974-07-03,84.25,2.295158287
1974-07-05,83.66,2.295158287
1974-07-08,81.09,2.295158287
1974-07-09,81.48,2.295158287
1974-07-10,79.99,2.295158287
1974-07-11,79.89,2.295158287
1974-07-12,83.15,2.295158287
1974-07-15,83.78,2.295158287
1974-07-16,82.81,2.295158287
1974-07-17,83.7,2.295158287
1974-07-18,83.78,2.295158287
1974-07-19,83.54,2.295158287
1974-07-22,83.81,2.295158287
1974-07-23,84.65,2.295158287
1974-07-24,84.99,2.295158287
1974-07-25,83.98,2.295158287
1974-07-26,82.4,2.295158287
1974-07-29,80.94,2.295158287
1974-07-30,80.5,2.295158287
1974-07-31,79.31,2.295158287
1974-08-01,78.75,2.323091248
1974-08-02,78.59,2.323091248
1974-08-05,79.29,2.323091248
1974-08-06,80.52,2.323091248
1974-08-07,82.65,2.323091248
1974-08-08,81.57,2.323091248
1974-08-09,80.86,2.323091248
1974-08-12,79.75,2.323091248
1974-08-13,78.49,2.323091248
1974-08-14,76.73,2.323091248
1974-08-15,76.3,2.323091248
1974-08-16,75.67,2.323091248
1974-08-19,74.57,2.323091248
1974-08-20,74.95,2.323091248
1974-08-21,73.51,2.323091248
1974-08-22,72.8,2.323091248
1974-08-23,71.55,2.323091248
1974-08-26,72.16,2.323091248
1974-08-27,70.94,2.323091248
1974-08-28,70.76,2.323091248
1974-08-29,69.99,2.323091248
1974-08-30,72.15,2.323091248
1974-09-03,70.52,2.355679702
1974-09-04,68.69,2.355679702
1974-09-05,70.87,2.355679702
1974-09-06,71.42,2.355679702
1974-09-09,69.72,2.355679702
1974-09-10,69.24,2.355679702
1974-09-11,68.55,2.355679702
1974-09-12,66.71,2.355679702
1974-09-13,65.2,2.355679702
1974-09-16,66.23,2.355679702
1974-09-17,67.38,2.355679702
1974-09-18,67.72,2.355679702
1974-09-19,70.09,2.355679702
1974-09-20,70.14,2.355679702
1974-09-23,69.42,2.355679702
1974-09-24,68.02,2.355679702
1974-09-25,67.57,2.355679702
1974-09-26,66.46,2.355679702
1974-09-27,64.94,2.355679702
1974-09-30,63.54,2.355679702
1974-10-01,63.39,2.374301676
1974-10-02,63.38,2.374301676
1974-10-03,62.28,2.374301676
1974-10-04,62.34,2.374301676
1974-10-07,64.95,2.374301676
1974-10-08,64.84,2.374301676
1974-10-09,67.82,2.374301676
1974-10-10,69.79,2.374301676
1974-10-11,71.14,2.374301676
1974-10-14,72.74,2.374301676
1974-10-15,71.44,2.374301676
1974-10-16,70.33,2.374301676
1974-10-17,71.17,2.374301676
1974-10-18,72.28,2.374301676
1974-10-21,73.5,2.374301676
1974-10-22,73.13,2.374301676
1974-10-23,71.03,2.374301676
1974-10-24,70.22,2.374301676
1974-10-25,70.12,2.374301676
1974-10-28,70.09,2.374301676
1974-10-29,72.83,2.374301676
1974-10-30,74.31,2.374301676
1974-10-31,73.9,2.374301676
1974-11-01,73.88,2.397579143
1974-11-04,73.08,2.397579143
1974-11-05,75.11,2.397579143
1974-11-06,74.75,2.397579143
1974-11-07,75.21,2.397579143
1974-11-08,74.91,2.397579143
1974-11-11,75.15,2.397579143
1974-11-12,73.67,2.397579143
1974-11-13,73.35,2.397579143
1974-11-14,73.06,2.397579143
1974-11-15,71.91,2.397579143
1974-11-18,69.27,2.397579143
1974-11-19,68.2,2.397579143
1974-11-20,67.9,2.397579143
1974-11-21,68.18,2.397579143
1974-11-22,68.9,2.397579143
1974-11-25,68.83,2.397579143
1974-11-26,69.47,2.397579143
1974-11-27,69.94,2.397579143
1974-11-29,69.97,2.397579143
1974-12-02,68.11,2.416201117
1974-12-03,67.17,2.416201117
1974-12-04,67.41,2.416201117
1974-12-05,66.13,2.416201117
1974-12-06,65.01,2.416201117
1974-12-09,65.6,2.416201117
1974-12-10,67.28,2.416201117
1974-12-11,67.67,2.416201117
1974-12-12,67.45,2.416201117
1974-12-13,67.07,2.416201117
1974-12-16,66.46,2.416201117
1974-12-17,67.58,2.416201117
1974-12-18,67.9,2.416201117
1974-12-19,67.65,2.416201117
1974-12-20,66.91,2.416201117
1974-12-23,65.96,2.416201117
1974-12-24,66.88,2.416201117
1974-12-26,67.44,2.416201117
1974-12-27,67.14,2.416201117
1974-12-30,67.16,2.416201117
1974-12-31,68.56,2.416201117
1975-01-02,70.23,2.434823091
1975-01-03,70.71,2.434823091
1975-01-06,71.07,2.434823091
1975-01-07,71.02,2.434823091
1975-01-08,70.04,2.434823091
1975-01-09,71.17,2.434823091
1975-01-10,72.61,2.434823091
1975-01-13,72.31,2.434823091
1975-01-14,71.68,2.434823091
1975-01-15,72.14,2.434823091
1975-01-16,72.05,2.434823091
1975-01-17,70.96,2.434823091
1975-01-20,71.08,2.434823091
1975-01-21,70.7,2.434823091
1975-01-22,71.74,2.434823091
1975-01-23,72.07,2.434823091
1975-01-24,72.98,2.434823091
1975-01-27,75.37,2.434823091
1975-01-28,76.03,2.434823091
1975-01-29,77.26,2.434823091
1975-01-30,76.21,2.434823091
1975-01-31,76.98,2.434823091
1975-02-03,77.82,2.448789572
1975-02-04,77.61,2.448789572
1975-02-05,78.95,2.448789572
1975-02-06,78.56,2.448789572
1975-02-07,78.63,2.448789572
1975-02-10,78.36,2.448789572
1975-02-11,78.58,2.448789572
1975-02-12,79.92,2.448789572
1975-02-13,81.01,2.448789572
1975-02-14,81.5,2.448789572
1975-02-18,80.93,2.448789572
1975-02-19,81.44,2.448789572
1975-02-20,82.21,2.448789572
1975-02-21,82.62,2.448789572
1975-02-24,81.44,2.448789572
1975-02-25,79.53,2.448789572
1975-02-26,80.37,2.448789572
1975-02-27,80.77,2.448789572
1975-02-28,81.59,2.448789572
1975-03-03,83.03,2.458100559
1975-03-04,83.56,2.458100559
1975-03-05,82.9,2.458100559
1975-03-06,83.69,2.458100559
1975-03-07,84.3,2.458100559
1975-03-10,84.95,2.458100559
1975-03-11,84.36,2.458100559
1975-03-12,83.59,2.458100559
1975-03-13,83.74,2.458100559
1975-03-14,84.76,2.458100559
1975-03-17,86.01,2.458100559
1975-03-18,85.13,2.458100559
1975-03-19,84.34,2.458100559
1975-03-20,83.61,2.458100559
1975-03-21,83.39,2.458100559
1975-03-24,81.42,2.458100559
1975-03-25,82.06,2.458100559
1975-03-26,83.59,2.458100559
1975-03-27,83.85,2.458100559
1975-03-31,83.36,2.458100559
1975-04-01,82.64,2.467411546
1975-04-02,82.43,2.467411546
1975-04-03,81.51,2.467411546
1975-04-04,80.88,2.467411546
1975-04-07,80.35,2.467411546
1975-04-08,80.99,2.467411546
1975-04-09,82.84,2.467411546
1975-04-10,83.77,2.467411546
1975-04-11,84.18,2.467411546
1975-04-14,85.6,2.467411546
1975-04-15,86.3,2.467411546
1975-04-16,86.6,2.467411546
1975-04-17,87.25,2.467411546
1975-04-18,86.3,2.467411546
1975-04-21,87.23,2.467411546
1975-04-22,87.09,2.467411546
1975-04-23,86.12,2.467411546
1975-04-24,86.04,2.467411546
1975-04-25,86.62,2.467411546
1975-04-28,86.23,2.467411546
1975-04-29,85.64,2.467411546
1975-04-30,87.3,2.467411546
1975-05-01,88.1,2.472067039
1975-05-02,89.22,2.472067039
1975-05-05,90.08,2.472067039
1975-05-06,88.64,2.472067039
1975-05-07,89.08,2.472067039
1975-05-08,89.56,2.472067039
1975-05-09,90.53,2.472067039
1975-05-12,90.61,2.472067039
1975-05-13,91.58,2.472067039
1975-05-14,92.27,2.472067039
1975-05-15,91.41,2.472067039
1975-05-16,90.43,2.472067039
1975-05-19,90.53,2.472067039
1975-05-20,90.07,2.472067039
1975-05-21,89.06,2.472067039
1975-05-22,89.39,2.472067039
1975-05-23,90.58,2.472067039
1975-05-27,90.34,2.472067039
1975-05-28,89.71,2.472067039
1975-05-29,89.68,2.472067039
1975-05-30,91.15,2.472067039
1975-06-02,92.58,2.490689013
1975-06-03,92.89,2.490689013
1975-06-04,92.6,2.490689013
1975-06-05,92.69,2.490689013
1975-06-06,92.48,2.490689013
1975-06-09,91.21,2.490689013
1975-06-10,90.44,2.490689013
1975-06-11,90.55,2.490689013
1975-06-12,90.08,2.490689013
1975-06-13,90.52,2.490689013
1975-06-16,91.46,2.490689013
1975-06-17,90.58,2.490689013
1975-06-18,90.39,2.490689013
1975-06-19,92.02,2.490689013
1975-06-20,92.61,2.490689013
1975-06-23,93.62,2.490689013
1975-06-24,94.19,2.490689013
1975-06-25,94.62,2.490689013
1975-06-26,94.81,2.490689013
1975-06-27,94.81,2.490689013
1975-06-30,95.19,2.490689013
1975-07-01,94.85,2.51396648
1975-07-02,94.18,2.51396648
1975-07-03,94.36,2.51396648
1975-07-07,93.54,2.51396648
1975-07-08,93.39,2.51396648
1975-07-09,94.8,2.51396648
1975-07-10,94.81,2.51396648
1975-07-11,94.66,2.51396648
1975-07-14,95.19,2.51396648
1975-07-15,95.61,2.51396648
1975-07-16,94.61,2.51396648
1975-07-17,93.63,2.51396648
1975-07-18,93.2,2.51396648
1975-07-21,92.44,2.51396648
1975-07-22,91.45,2.51396648
1975-07-23,90.18,2.51396648
1975-07-24,90.07,2.51396648
1975-07-25,89.29,2.51396648
1975-07-28,88.69,2.51396648
1975-07-29,88.19,2.51396648
1975-07-30,88.83,2.51396648
1975-07-31,88.75,2.51396648
1975-08-01,87.99,2.523277467
1975-08-04,87.15,2.523277467
1975-08-05,86.23,2.523277467
1975-08-06,86.25,2.523277467
1975-08-07,86.3,2.523277467
1975-08-08,86.02,2.523277467
1975-08-11,86.55,2.523277467
1975-08-12,87.12,2.523277467
1975-08-13,85.97,2.523277467
1975-08-14,85.6,2.523277467
1975-08-15,86.36,2.523277467
1975-08-18,86.2,2.523277467
1975-08-19,84.95,2.523277467
1975-08-20,83.22,2.523277467
1975-08-21,83.07,2.523277467
1975-08-22,84.28,2.523277467
1975-08-25,85.06,2.523277467
1975-08-26,83.96,2.523277467
1975-08-27,84.43,2.523277467
1975-08-28,86.4,2.523277467
1975-08-29,86.88,2.523277467
1975-09-02,85.48,2.541899441
1975-09-03,86.03,2.541899441
1975-09-04,86.2,2.541899441
1975-09-05,85.62,2.541899441
1975-09-08,85.89,2.541899441
1975-09-09,84.6,2.541899441
1975-09-10,83.79,2.541899441
1975-09-11,83.45,2.541899441
1975-09-12,83.3,2.541899441
1975-09-15,82.88,2.541899441
1975-09-16,82.09,2.541899441
1975-09-17,82.37,2.541899441
1975-09-18,84.06,2.541899441
1975-09-19,85.88,2.541899441
1975-09-22,85.07,2.541899441
1975-09-23,84.94,2.541899441
1975-09-24,85.74,2.541899441
1975-09-25,85.64,2.541899441
1975-09-26,86.19,2.541899441
1975-09-29,85.03,2.541899441
1975-09-30,83.87,2.541899441
1975-10-01,82.93,2.555865922
1975-10-02,83.82,2.555865922
1975-10-03,85.95,2.555865922
1975-10-06,86.88,2.555865922
1975-10-07,86.77,2.555865922
1975-10-08,87.94,2.555865922
1975-10-09,88.37,2.555865922
1975-10-10,88.21,2.555865922
1975-10-13,89.46,2.555865922
1975-10-14,89.28,2.555865922
1975-10-15,89.23,2.555865922
1975-10-16,89.37,2.555865922
1975-10-17,88.86,2.555865922
1975-10-20,89.82,2.555865922
1975-10-21,90.56,2.555865922
1975-10-22,90.71,2.555865922
1975-10-23,91.24,2.555865922
1975-10-24,89.83,2.555865922
1975-10-27,89.73,2.555865922
1975-10-28,90.51,2.555865922
1975-10-29,89.39,2.555865922
1975-10-30,89.31,2.555865922
1975-10-31,89.04,2.555865922
1975-11-03,88.09,2.574487896
1975-11-04,88.51,2.574487896
1975-11-05,89.15,2.574487896
1975-11-06,89.55,2.574487896
1975-11-07,89.33,2.574487896
1975-11-10,89.34,2.574487896
1975-11-11,89.87,2.574487896
1975-11-12,91.19,2.574487896
1975-11-13,91.04,2.574487896
1975-11-14,90.97,2.574487896
1975-11-17,91.46,2.574487896
1975-11-18,91,2.574487896
1975-11-19,89.98,2.574487896
1975-11-20,89.64,2.574487896
1975-11-21,89.53,2.574487896
1975-11-24,89.7,2.574487896
1975-11-25,90.71,2.574487896
1975-11-26,90.94,2.574487896
1975-11-28,91.24,2.574487896
1975-12-01,90.67,2.588454376
1975-12-02,89.33,2.588454376
1975-12-03,87.6,2.588454376
1975-12-04,87.84,2.588454376
1975-12-05,86.82,2.588454376
1975-12-08,87.07,2.588454376
1975-12-09,87.3,2.588454376
1975-12-10,88.08,2.588454376
1975-12-11,87.8,2.588454376
1975-12-12,87.83,2.588454376
1975-12-15,88.09,2.588454376
1975-12-16,88.93,2.588454376
1975-12-17,89.15,2.588454376
1975-12-18,89.43,2.588454376
1975-12-19,88.8,2.588454376
1975-12-22,88.14,2.588454376
1975-12-23,88.73,2.588454376
1975-12-24,89.46,2.588454376
1975-12-26,90.25,2.588454376
1975-12-29,90.13,2.588454376
1975-12-30,89.77,2.588454376
1975-12-31,90.19,2.588454376
1976-01-02,90.9,2.597765363
1976-01-05,92.58,2.597765363
1976-01-06,93.53,2.597765363
1976-01-07,93.95,2.597765363
1976-01-08,94.58,2.597765363
1976-01-09,94.95,2.597765363
1976-01-12,96.33,2.597765363
1976-01-13,95.57,2.597765363
1976-01-14,97.13,2.597765363
1976-01-15,96.61,2.597765363
1976-01-16,97,2.597765363
1976-01-19,98.32,2.597765363
1976-01-20,98.86,2.597765363
1976-01-21,98.24,2.597765363
1976-01-22,98.04,2.597765363
1976-01-23,99.21,2.597765363
1976-01-26,99.68,2.597765363
1976-01-27,99.07,2.597765363
1976-01-28,98.53,2.597765363
1976-01-29,100.11,2.597765363
1976-01-30,100.86,2.597765363
1976-02-02,100.87,2.602420857
1976-02-03,101.18,2.602420857
1976-02-04,101.91,2.602420857
1976-02-05,100.39,2.602420857
1976-02-06,99.46,2.602420857
1976-02-09,99.62,2.602420857
1976-02-10,100.47,2.602420857
1976-02-11,100.77,2.602420857
1976-02-12,100.25,2.602420857
1976-02-13,99.67,2.602420857
1976-02-17,99.05,2.602420857
1976-02-18,99.85,2.602420857
1976-02-19,101.41,2.602420857
1976-02-20,102.1,2.602420857
1976-02-23,101.61,2.602420857
1976-02-24,102.03,2.602420857
1976-02-25,101.69,2.602420857
1976-02-26,100.11,2.602420857
1976-02-27,99.71,2.602420857
1976-03-01,100.02,2.60707635
1976-03-02,100.56,2.60707635
1976-03-03,99.98,2.60707635
1976-03-04,98.92,2.60707635
1976-03-05,99.11,2.60707635
1976-03-08,100.19,2.60707635
1976-03-09,100.58,2.60707635
1976-03-10,100.94,2.60707635
1976-03-11,101.89,2.60707635
1976-03-12,100.86,2.60707635
1976-03-15,99.8,2.60707635
1976-03-16,100.92,2.60707635
1976-03-17,100.86,2.60707635
1976-03-18,100.45,2.60707635
1976-03-19,100.58,2.60707635
1976-03-22,100.71,2.60707635
1976-03-23,102.24,2.60707635
1976-03-24,103.42,2.60707635
1976-03-25,102.85,2.60707635
1976-03-26,102.85,2.60707635
1976-03-29,102.41,2.60707635
1976-03-30,102.01,2.60707635
1976-03-31,102.77,2.60707635
1976-04-01,102.24,2.611731844
1976-04-02,102.25,2.611731844
1976-04-05,103.51,2.611731844
1976-04-06,103.36,2.611731844
1976-04-07,102.21,2.611731844
1976-04-08,101.28,2.611731844
1976-04-09,100.35,2.611731844
1976-04-12,100.2,2.611731844
1976-04-13,101.05,2.611731844
1976-04-14,100.31,2.611731844
1976-04-15,100.67,2.611731844
1976-04-19,101.44,2.611731844
1976-04-20,102.87,2.611731844
1976-04-21,103.32,2.611731844
1976-04-22,102.98,2.611731844
1976-04-23,102.29,2.611731844
1976-04-26,102.43,2.611731844
1976-04-27,101.86,2.611731844
1976-04-28,102.13,2.611731844
1976-04-29,102.13,2.611731844
1976-04-30,101.64,2.611731844
1976-05-03,100.92,2.625698324
1976-05-04,101.42,2.625698324
1976-05-05,100.88,2.625698324
1976-05-06,101.16,2.625698324
1976-05-07,101.88,2.625698324
1976-05-10,103.1,2.625698324
1976-05-11,102.95,2.625698324
1976-05-12,102.77,2.625698324
1976-05-13,102.16,2.625698324
1976-05-14,101.34,2.625698324
1976-05-17,101.09,2.625698324
1976-05-18,101.26,2.625698324
1976-05-19,101.18,2.625698324
1976-05-20,102,2.625698324
1976-05-21,101.26,2.625698324
1976-05-24,99.44,2.625698324
1976-05-25,99.49,2.625698324
1976-05-26,99.34,2.625698324
1976-05-27,99.38,2.625698324
1976-05-28,100.18,2.625698324
1976-06-01,99.85,2.639664804
1976-06-02,100.22,2.639664804
1976-06-03,100.13,2.639664804
1976-06-04,99.15,2.639664804
1976-06-07,98.63,2.639664804
1976-06-08,98.8,2.639664804
1976-06-09,98.74,2.639664804
1976-06-10,99.56,2.639664804
1976-06-11,100.92,2.639664804
1976-06-14,101.95,2.639664804
1976-06-15,101.46,2.639664804
1976-06-16,102.01,2.639664804
1976-06-17,103.61,2.639664804
1976-06-18,103.76,2.639664804
1976-06-21,104.28,2.639664804
1976-06-22,103.47,2.639664804
1976-06-23,103.25,2.639664804
1976-06-24,103,2.639664804
1976-06-25,103.72,2.639664804
1976-06-28,103.43,2.639664804
1976-06-29,103.86,2.639664804
1976-06-30,104.28,2.639664804
1976-07-01,103.59,2.653631285
1976-07-02,104.11,2.653631285
1976-07-06,103.54,2.653631285
1976-07-07,103.83,2.653631285
1976-07-08,103.98,2.653631285
1976-07-09,104.98,2.653631285
1976-07-12,105.9,2.653631285
1976-07-13,105.67,2.653631285
1976-07-14,105.95,2.653631285
1976-07-15,105.2,2.653631285
1976-07-16,104.68,2.653631285
1976-07-19,104.29,2.653631285
1976-07-20,103.72,2.653631285
1976-07-21,103.82,2.653631285
1976-07-22,103.93,2.653631285
1976-07-23,104.06,2.653631285
1976-07-26,104.07,2.653631285
1976-07-27,103.48,2.653631285
1976-07-28,103.05,2.653631285
1976-07-29,102.93,2.653631285
1976-07-30,103.44,2.653631285
1976-08-02,103.19,2.667597765
1976-08-03,104.14,2.667597765
1976-08-04,104.43,2.667597765
1976-08-05,103.85,2.667597765
1976-08-06,103.79,2.667597765
1976-08-09,103.49,2.667597765
1976-08-10,104.41,2.667597765
1976-08-11,104.06,2.667597765
1976-08-12,104.22,2.667597765
1976-08-13,104.25,2.667597765
1976-08-16,104.43,2.667597765
1976-08-17,104.8,2.667597765
1976-08-18,104.56,2.667597765
1976-08-19,103.39,2.667597765
1976-08-20,102.37,2.667597765
1976-08-23,101.96,2.667597765
1976-08-24,101.27,2.667597765
1976-08-25,102.03,2.667597765
1976-08-26,101.32,2.667597765
1976-08-27,101.48,2.667597765
1976-08-30,102.07,2.667597765
1976-08-31,102.91,2.667597765
1976-09-01,104.06,2.681564246
1976-09-02,103.92,2.681564246
1976-09-03,104.3,2.681564246
1976-09-07,105.03,2.681564246
1976-09-08,104.94,2.681564246
1976-09-09,104.4,2.681564246
1976-09-10,104.65,2.681564246
1976-09-13,104.29,2.681564246
1976-09-14,103.94,2.681564246
1976-09-15,104.25,2.681564246
1976-09-16,105.34,2.681564246
1976-09-17,106.27,2.681564246
1976-09-20,106.32,2.681564246
1976-09-21,107.83,2.681564246
1976-09-22,107.46,2.681564246
1976-09-23,106.92,2.681564246
1976-09-24,106.8,2.681564246
1976-09-27,107.27,2.681564246
1976-09-28,105.92,2.681564246
1976-09-29,105.37,2.681564246
1976-09-30,105.24,2.681564246
1976-10-01,104.17,2.695530726
1976-10-04,104.03,2.695530726
1976-10-05,103.23,2.695530726
1976-10-06,102.97,2.695530726
1976-10-07,103.54,2.695530726
1976-10-08,102.56,2.695530726
1976-10-11,101.64,2.695530726
1976-10-12,100.81,2.695530726
1976-10-13,102.12,2.695530726
1976-10-14,100.88,2.695530726
1976-10-15,100.85,2.695530726
1976-10-18,101.47,2.695530726
1976-10-19,101.45,2.695530726
1976-10-20,101.74,2.695530726
1976-10-21,100.77,2.695530726
1976-10-22,99.96,2.695530726
1976-10-25,100.07,2.695530726
1976-10-26,101.06,2.695530726
1976-10-27,101.76,2.695530726
1976-10-28,101.61,2.695530726
1976-10-29,102.9,2.695530726
1976-11-01,103.1,2.704841713
1976-11-03,101.92,2.704841713
1976-11-04,102.41,2.704841713
1976-11-05,100.82,2.704841713
1976-11-08,99.6,2.704841713
1976-11-09,99.32,2.704841713
1976-11-10,98.81,2.704841713
1976-11-11,99.64,2.704841713
1976-11-12,99.24,2.704841713
1976-11-15,99.9,2.704841713
1976-11-16,100.04,2.704841713
1976-11-17,100.61,2.704841713
1976-11-18,101.89,2.704841713
1976-11-19,101.92,2.704841713
1976-11-22,102.59,2.704841713
1976-11-23,101.96,2.704841713
1976-11-24,102.41,2.704841713
1976-11-26,103.15,2.704841713
1976-11-29,102.44,2.704841713
1976-11-30,102.1,2.704841713
1976-12-01,102.49,2.718808194
1976-12-02,102.12,2.718808194
1976-12-03,102.76,2.718808194
1976-12-06,103.56,2.718808194
1976-12-07,103.49,2.718808194
1976-12-08,104.08,2.718808194
1976-12-09,104.51,2.718808194
1976-12-10,104.7,2.718808194
1976-12-13,104.63,2.718808194
1976-12-14,105.07,2.718808194
1976-12-15,105.14,2.718808194
1976-12-16,104.8,2.718808194
1976-12-17,104.26,2.718808194
1976-12-20,103.65,2.718808194
1976-12-21,104.22,2.718808194
1976-12-22,104.71,2.718808194
1976-12-23,104.84,2.718808194
1976-12-27,106.06,2.718808194
1976-12-28,106.77,2.718808194
1976-12-29,106.34,2.718808194
1976-12-30,106.88,2.718808194
1976-12-31,107.46,2.718808194
1977-01-03,107,2.732774674
1977-01-04,105.7,2.732774674
1977-01-05,104.76,2.732774674
1977-01-06,105.02,2.732774674
1977-01-07,105.01,2.732774674
1977-01-10,105.2,2.732774674
1977-01-11,104.12,2.732774674
1977-01-12,103.4,2.732774674
1977-01-13,104.2,2.732774674
1977-01-14,104.01,2.732774674
1977-01-17,103.73,2.732774674
1977-01-18,103.32,2.732774674
1977-01-19,103.85,2.732774674
1977-01-20,102.97,2.732774674
1977-01-21,103.32,2.732774674
1977-01-24,103.25,2.732774674
1977-01-25,103.13,2.732774674
1977-01-26,102.34,2.732774674
1977-01-27,101.79,2.732774674
1977-01-28,101.93,2.732774674
1977-01-31,102.03,2.732774674
1977-02-01,102.54,2.760707635
1977-02-02,102.36,2.760707635
1977-02-03,101.85,2.760707635
1977-02-04,101.88,2.760707635
1977-02-07,101.89,2.760707635
1977-02-08,101.6,2.760707635
1977-02-09,100.73,2.760707635
1977-02-10,100.82,2.760707635
1977-02-11,100.22,2.760707635
1977-02-14,100.74,2.760707635
1977-02-15,101.04,2.760707635
1977-02-16,101.5,2.760707635
1977-02-17,100.92,2.760707635
1977-02-18,100.49,2.760707635
1977-02-22,100.49,2.760707635
1977-02-23,100.19,2.760707635
1977-02-24,99.6,2.760707635
1977-02-25,99.48,2.760707635
1977-02-28,99.82,2.760707635
1977-03-01,100.66,2.774674115
1977-03-02,100.39,2.774674115
1977-03-03,100.88,2.774674115
1977-03-04,101.2,2.774674115
1977-03-07,101.25,2.774674115
1977-03-08,100.87,2.774674115
1977-03-09,100.1,2.774674115
1977-03-10,100.67,2.774674115
1977-03-11,100.65,2.774674115
1977-03-14,101.42,2.774674115
1977-03-15,101.98,2.774674115
1977-03-16,102.17,2.774674115
1977-03-17,102.08,2.774674115
1977-03-18,101.86,2.774674115
1977-03-21,101.31,2.774674115
1977-03-22,101,2.774674115
1977-03-23,100.2,2.774674115
1977-03-24,99.7,2.774674115
1977-03-25,99.06,2.774674115
1977-03-28,99,2.774674115
1977-03-29,99.69,2.774674115
1977-03-30,98.54,2.774674115
1977-03-31,98.42,2.774674115
1977-04-01,99.21,2.793296089
1977-04-04,98.23,2.793296089
1977-04-05,98.01,2.793296089
1977-04-06,97.91,2.793296089
1977-04-07,98.35,2.793296089
1977-04-11,98.88,2.793296089
1977-04-12,100.15,2.793296089
1977-04-13,100.16,2.793296089
1977-04-14,101,2.793296089
1977-04-15,101.04,2.793296089
1977-04-18,100.54,2.793296089
1977-04-19,100.07,2.793296089
1977-04-20,100.4,2.793296089
1977-04-21,99.75,2.793296089
1977-04-22,98.44,2.793296089
1977-04-25,97.15,2.793296089
1977-04-26,97.11,2.793296089
1977-04-27,97.96,2.793296089
1977-04-28,98.2,2.793296089
1977-04-29,98.44,2.793296089
1977-05-02,98.93,2.802607076
1977-05-03,99.43,2.802607076
1977-05-04,99.96,2.802607076
1977-05-05,100.11,2.802607076
1977-05-06,99.49,2.802607076
1977-05-09,99.18,2.802607076
1977-05-10,99.47,2.802607076
1977-05-11,98.78,2.802607076
1977-05-12,98.73,2.802607076
1977-05-13,99.03,2.802607076
1977-05-16,99.47,2.802607076
1977-05-17,99.77,2.802607076
1977-05-18,100.3,2.802607076
1977-05-19,99.88,2.802607076
1977-05-20,99.45,2.802607076
1977-05-23,98.15,2.802607076
1977-05-24,97.67,2.802607076
1977-05-25,96.77,2.802607076
1977-05-26,97.01,2.802607076
1977-05-27,96.27,2.802607076
1977-05-31,96.12,2.802607076
1977-06-01,96.93,2.816573557
1977-06-02,96.74,2.816573557
1977-06-03,97.69,2.816573557
1977-06-06,97.23,2.816573557
1977-06-07,97.73,2.816573557
1977-06-08,98.2,2.816573557
1977-06-09,98.14,2.816573557
1977-06-10,98.46,2.816573557
1977-06-13,98.74,2.816573557
1977-06-14,99.86,2.816573557
1977-06-15,99.61,2.816573557
1977-06-16,99.85,2.816573557
1977-06-17,99.97,2.816573557
1977-06-20,100.42,2.816573557
1977-06-21,100.74,2.816573557
1977-06-22,100.46,2.816573557
1977-06-23,100.62,2.816573557
1977-06-24,101.19,2.816573557
1977-06-27,100.98,2.816573557
1977-06-28,100.14,2.816573557
1977-06-29,100.11,2.816573557
1977-06-30,100.48,2.816573557
1977-07-01,100.1,2.830540037
1977-07-05,100.09,2.830540037
1977-07-06,99.58,2.830540037
1977-07-07,99,2.830540037
1977-07-08,99.79,2.830540037
1977-07-11,99.55,2.830540037
1977-07-12,99.45,2.830540037
1977-07-13,99.59,2.830540037
1977-07-15,100.18,2.830540037
1977-07-18,100.95,2.830540037
1977-07-19,101.79,2.830540037
1977-07-20,101.73,2.830540037
1977-07-21,101.59,2.830540037
1977-07-22,101.67,2.830540037
1977-07-25,100.85,2.830540037
1977-07-26,100.27,2.830540037
1977-07-27,98.64,2.830540037
1977-07-28,98.79,2.830540037
1977-07-29,98.85,2.830540037
1977-08-01,99.12,2.844506518
1977-08-02,98.5,2.844506518
1977-08-03,98.37,2.844506518
1977-08-04,98.74,2.844506518
1977-08-05,98.76,2.844506518
1977-08-08,97.99,2.844506518
1977-08-09,98.05,2.844506518
1977-08-10,98.92,2.844506518
1977-08-11,98.16,2.844506518
1977-08-12,97.88,2.844506518
1977-08-15,98.18,2.844506518
