datestamp,spx,cpi
1953-10-02,23.59,1.254655493
1953-10-05,23.48,1.254655493
1953-10-06,23.39,1.254655493
1953-10-07,23.58,1.254655493
1953-10-08,23.62,1.254655493
1953-10-09,23.66,1.254655493
1953-10-13,23.57,1.254655493
1953-10-14,23.68,1.254655493
1953-10-15,23.95,1.254655493
1953-10-16,24.14,1.254655493
1953-10-19,24.16,1.254655493
1953-10-20,24.17,1.254655493
1953-10-21,24.19,1.254655493
1953-10-22,24.3,1.254655493
1953-10-23,24.35,1.254655493
1953-10-26,24.31,1.254655493
1953-10-27,24.26,1.254655493
1953-10-28,24.29,1.254655493
1953-10-29,24.58,1.254655493
1953-10-30,24.54,1.254655493
1953-11-02,24.66,1.25
1953-11-04,24.51,1.25
1953-11-05,24.64,1.25
1953-11-06,24.61,1.25
1953-11-09,24.66,1.25
1953-11-10,24.37,1.25
1953-11-12,24.46,1.25
1953-11-13,24.54,1.25
1953-11-16,24.38,1.25
1953-11-17,24.25,1.25
1953-11-18,24.29,1.25
1953-11-19,24.4,1.25
1953-11-20,24.44,1.25
1953-11-23,24.36,1.25
1953-11-24,24.5,1.25
1953-11-25,24.52,1.25
1953-11-27,24.66,1.25
1953-11-30,24.76,1.25
1953-12-01,24.78,1.250931099
1953-12-02,24.95,1.250931099
1953-12-03,24.97,1.250931099
1953-12-04,24.98,1.250931099
1953-12-07,24.95,1.250931099
1953-12-08,24.87,1.250931099
1953-12-09,24.84,1.250931099
1953-12-10,24.78,1.250931099
1953-12-11,24.76,1.250931099
1953-12-14,24.69,1.250931099
1953-12-15,24.71,1.250931099
1953-12-16,24.96,1.250931099
1953-12-17,24.94,1.250931099
1953-12-18,24.99,1.250931099
1953-12-21,24.95,1.250931099
1953-12-22,24.76,1.250931099
1953-12-23,24.69,1.250931099
1953-12-24,24.8,1.250931099
1953-12-28,24.71,1.250931099
1953-12-29,24.55,1.250931099
1953-12-30,24.76,1.250931099
1953-12-31,24.81,1.250931099
1954-01-04,24.95,1.254189944
1954-01-05,25.1,1.254189944
1954-01-06,25.14,1.254189944
1954-01-07,25.06,1.254189944
1954-01-08,24.93,1.254189944
1954-01-11,24.8,1.254189944
1954-01-12,24.93,1.254189944
1954-01-13,25.07,1.254189944
1954-01-14,25.19,1.254189944
1954-01-15,25.43,1.254189944
1954-01-18,25.43,1.254189944
1954-01-19,25.68,1.254189944
1954-01-20,25.75,1.254189944
1954-01-21,25.79,1.254189944
1954-01-22,25.85,1.254189944
1954-01-25,25.93,1.254189944
1954-01-26,26.09,1.254189944
1954-01-27,26.01,1.254189944
1954-01-28,26.02,1.254189944
1954-01-29,26.08,1.254189944
1954-02-01,25.99,1.256517691
1954-02-02,25.92,1.256517691
1954-02-03,26.01,1.256517691
1954-02-04,26.2,1.256517691
1954-02-05,26.3,1.256517691
1954-02-08,26.23,1.256517691
1954-02-09,26.17,1.256517691
1954-02-10,26.14,1.256517691
1954-02-11,26.06,1.256517691
1954-02-12,26.12,1.256517691
1954-02-15,26.04,1.256517691
1954-02-16,25.81,1.256517691
1954-02-17,25.86,1.256517691
1954-02-18,25.96,1.256517691
1954-02-19,25.92,1.256517691
1954-02-23,25.83,1.256517691
1954-02-24,25.83,1.256517691
1954-02-25,25.91,1.256517691
1954-02-26,26.15,1.256517691
1954-03-01,26.25,1.253724395
1954-03-02,26.32,1.253724395
1954-03-03,26.32,1.253724395
1954-03-04,26.41,1.253724395
1954-03-05,26.52,1.253724395
1954-03-08,26.45,1.253724395
1954-03-09,26.51,1.253724395
1954-03-10,26.57,1.253724395
1954-03-11,26.69,1.253724395
1954-03-12,26.69,1.253724395
1954-03-15,26.57,1.253724395
1954-03-16,26.56,1.253724395
1954-03-17,26.62,1.253724395
1954-03-18,26.73,1.253724395
1954-03-19,26.81,1.253724395
1954-03-22,26.79,1.253724395
1954-03-23,26.6,1.253724395
1954-03-24,26.47,1.253724395
1954-03-25,26.42,1.253724395
1954-03-26,26.56,1.253724395
1954-03-29,26.66,1.253724395
1954-03-30,26.69,1.253724395
1954-03-31,26.94,1.253724395
1954-04-01,27.17,1.250465549
1954-04-02,27.21,1.250465549
1954-04-05,27.26,1.250465549
1954-04-06,27.01,1.250465549
1954-04-07,27.11,1.250465549
1954-04-08,27.38,1.250465549
1954-04-09,27.58,1.250465549
1954-04-12,27.57,1.250465549
1954-04-13,27.64,1.250465549
1954-04-14,27.85,1.250465549
1954-04-15,27.94,1.250465549
1954-04-19,27.76,1.250465549
1954-04-20,27.75,1.250465549
1954-04-21,27.64,1.250465549
1954-04-22,27.68,1.250465549
1954-04-23,27.78,1.250465549
1954-04-26,27.88,1.250465549
1954-04-27,27.76,1.250465549
1954-04-28,27.76,1.250465549
1954-04-29,28.18,1.250465549
1954-04-30,28.26,1.250465549
1954-05-03,28.21,1.253724395
1954-05-04,28.28,1.253724395
1954-05-05,28.29,1.253724395
1954-05-06,28.51,1.253724395
1954-05-07,28.65,1.253724395
1954-05-10,28.62,1.253724395
1954-05-11,28.49,1.253724395
1954-05-12,28.72,1.253724395
1954-05-13,28.56,1.253724395
1954-05-14,28.8,1.253724395
1954-05-17,28.84,1.253724395
1954-05-18,28.85,1.253724395
1954-05-19,28.72,1.253724395
1954-05-20,28.82,1.253724395
1954-05-21,28.99,1.253724395
1954-05-24,29,1.253724395
1954-05-25,28.93,1.253724395
1954-05-26,29.17,1.253724395
1954-05-27,29.05,1.253724395
1954-05-28,29.19,1.253724395
1954-06-01,29.19,1.254189944
1954-06-02,29.16,1.254189944
1954-06-03,29.15,1.254189944
1954-06-04,29.1,1.254189944
1954-06-07,28.99,1.254189944
1954-06-08,28.34,1.254189944
1954-06-09,28.15,1.254189944
1954-06-10,28.34,1.254189944
1954-06-11,28.58,1.254189944
1954-06-14,28.62,1.254189944
1954-06-15,28.83,1.254189944
1954-06-16,29.04,1.254189944
1954-06-17,28.96,1.254189944
1954-06-18,29.04,1.254189944
1954-06-21,29.06,1.254189944
1954-06-22,29.08,1.254189944
1954-06-23,29.13,1.254189944
1954-06-24,29.26,1.254189944
1954-06-25,29.2,1.254189944
1954-06-28,29.28,1.254189944
1954-06-29,29.43,1.254189944
1954-06-30,29.21,1.254189944
1954-07-01,29.21,1.250465549
1954-07-02,29.59,1.250465549
1954-07-06,29.92,1.250465549
1954-07-07,29.94,1.250465549
1954-07-08,29.94,1.250465549
1954-07-09,30.14,1.250465549
1954-07-12,30.12,1.250465549
1954-07-13,30.02,1.250465549
1954-07-14,30.09,1.250465549
1954-07-15,30.19,1.250465549
1954-07-16,30.06,1.250465549
1954-07-19,29.98,1.250465549
1954-07-20,29.84,1.250465549
1954-07-21,30.03,1.250465549
1954-07-22,30.27,1.250465549
1954-07-23,30.31,1.250465549
1954-07-26,30.34,1.250465549
1954-07-27,30.52,1.250465549
1954-07-28,30.58,1.250465549
1954-07-29,30.69,1.250465549
1954-07-30,30.88,1.250465549
1954-08-02,30.99,1.25
1954-08-03,30.93,1.25
1954-08-04,30.9,1.25
1954-08-05,30.77,1.25
1954-08-06,30.38,1.25
1954-08-09,30.12,1.25
1954-08-10,30.37,1.25
1954-08-11,30.72,1.25
1954-08-12,30.59,1.25
1954-08-13,30.72,1.25
1954-08-16,31.05,1.25
1954-08-17,31.12,1.25
1954-08-18,31.09,1.25
1954-08-19,31.16,1.25
1954-08-20,31.21,1.25
1954-08-23,31,1.25
1954-08-24,30.87,1.25
1954-08-25,30.65,1.25
1954-08-26,30.57,1.25
1954-08-27,30.66,1.25
1954-08-30,30.35,1.25
1954-08-31,29.83,1.25
1954-09-01,30.04,1.248137803
1954-09-02,30.27,1.248137803
1954-09-03,30.5,1.248137803
1954-09-07,30.66,1.248137803
1954-09-08,30.68,1.248137803
1954-09-09,30.73,1.248137803
1954-09-10,30.84,1.248137803
1954-09-13,31.12,1.248137803
1954-09-14,31.28,1.248137803
1954-09-15,31.29,1.248137803
1954-09-16,31.46,1.248137803
1954-09-17,31.71,1.248137803
1954-09-20,31.57,1.248137803
1954-09-21,31.79,1.248137803
1954-09-22,32,1.248137803
1954-09-23,32.18,1.248137803
1954-09-24,32.4,1.248137803
1954-09-27,32.53,1.248137803
1954-09-28,32.69,1.248137803
1954-09-29,32.5,1.248137803
1954-09-30,32.31,1.248137803
1954-10-01,32.29,1.243947858
1954-10-04,32.47,1.243947858
1954-10-05,32.63,1.243947858
1954-10-06,32.76,1.243947858
1954-10-07,32.69,1.243947858
1954-10-08,32.67,1.243947858
1954-10-11,32.41,1.243947858
1954-10-12,32.28,1.243947858
1954-10-13,32.27,1.243947858
1954-10-14,31.88,1.243947858
1954-10-15,31.71,1.243947858
1954-10-18,31.83,1.243947858
1954-10-19,31.91,1.243947858
1954-10-20,32.17,1.243947858
1954-10-21,32.13,1.243947858
1954-10-22,32.13,1.243947858
1954-10-25,31.96,1.243947858
1954-10-26,31.94,1.243947858
1954-10-27,32.02,1.243947858
1954-10-28,31.88,1.243947858
1954-10-29,31.68,1.243947858
1954-11-01,31.79,1.246741155
1954-11-03,32.44,1.246741155
1954-11-04,32.82,1.246741155
1954-11-05,32.71,1.246741155
1954-11-08,33.02,1.246741155
1954-11-09,33.15,1.246741155
1954-11-10,33.18,1.246741155
1954-11-11,33.47,1.246741155
1954-11-12,33.54,1.246741155
1954-11-15,33.47,1.246741155
1954-11-16,33.57,1.246741155
1954-11-17,33.63,1.246741155
1954-11-18,33.44,1.246741155
1954-11-19,33.45,1.246741155
1954-11-22,33.58,1.246741155
1954-11-23,34.03,1.246741155
1954-11-24,34.22,1.246741155
1954-11-26,34.55,1.246741155
1954-11-29,34.54,1.246741155
1954-11-30,34.24,1.246741155
1954-12-01,33.99,1.246275605
1954-12-02,34.18,1.246275605
1954-12-03,34.49,1.246275605
1954-12-06,34.76,1.246275605
1954-12-07,34.92,1.246275605
1954-12-08,34.86,1.246275605
1954-12-09,34.69,1.246275605
1954-12-10,34.56,1.246275605
1954-12-13,34.59,1.246275605
1954-12-14,34.35,1.246275605
1954-12-15,34.56,1.246275605
1954-12-16,34.93,1.246275605
1954-12-17,35.02,1.246275605
1954-12-20,35.33,1.246275605
1954-12-21,35.38,1.246275605
1954-12-22,35.34,1.246275605
1954-12-23,35.37,1.246275605
1954-12-27,35.07,1.246275605
1954-12-28,35.43,1.246275605
1954-12-29,35.74,1.246275605
1954-12-30,35.74,1.246275605
1954-12-31,35.98,1.246275605
1955-01-03,36.75,1.246275605
1955-01-04,36.42,1.246275605
1955-01-05,35.52,1.246275605
1955-01-06,35.04,1.246275605
1955-01-07,35.33,1.246275605
1955-01-10,35.79,1.246275605
1955-01-11,35.68,1.246275605
1955-01-12,35.58,1.246275605
1955-01-13,35.43,1.246275605
1955-01-14,35.28,1.246275605
1955-01-17,34.58,1.246275605
1955-01-18,34.8,1.246275605
1955-01-19,34.96,1.246275605
1955-01-20,35.13,1.246275605
1955-01-21,35.44,1.246275605
1955-01-24,35.52,1.246275605
1955-01-25,35.51,1.246275605
1955-01-26,35.95,1.246275605
1955-01-27,35.99,1.246275605
1955-01-28,36.19,1.246275605
1955-01-31,36.63,1.246275605
1955-02-01,36.72,1.248603352
1955-02-02,36.61,1.248603352
1955-02-03,36.44,1.248603352
1955-02-04,36.96,1.248603352
1955-02-07,36.96,1.248603352
1955-02-08,36.46,1.248603352
1955-02-09,36.75,1.248603352
1955-02-10,37.08,1.248603352
1955-02-11,37.15,1.248603352
1955-02-14,36.89,1.248603352
1955-02-15,36.89,1.248603352
1955-02-16,36.77,1.248603352
1955-02-17,36.84,1.248603352
1955-02-18,36.89,1.248603352
1955-02-21,36.85,1.248603352
1955-02-23,36.82,1.248603352
1955-02-24,36.62,1.248603352
1955-02-25,36.57,1.248603352
1955-02-28,36.76,1.248603352
1955-03-01,36.83,1.247206704
1955-03-02,37.15,1.247206704
1955-03-03,37.29,1.247206704
1955-03-04,37.52,1.247206704
1955-03-07,37.28,1.247206704
1955-03-08,36.58,1.247206704
1955-03-09,36.22,1.247206704
1955-03-10,36.45,1.247206704
1955-03-11,35.82,1.247206704
1955-03-14,34.96,1.247206704
1955-03-15,35.71,1.247206704
1955-03-16,35.98,1.247206704
1955-03-17,36.12,1.247206704
1955-03-18,36.18,1.247206704
1955-03-21,35.95,1.247206704
1955-03-22,36.17,1.247206704
1955-03-23,36.64,1.247206704
1955-03-24,36.93,1.247206704
1955-03-25,36.96,1.247206704
1955-03-28,36.83,1.247206704
1955-03-29,36.85,1.247206704
1955-03-30,36.52,1.247206704
1955-03-31,36.58,1.247206704
1955-04-01,36.95,1.247206704
1955-04-04,36.83,1.247206704
1955-04-05,37.08,1.247206704
1955-04-06,37.17,1.247206704
1955-04-07,37.34,1.247206704
1955-04-11,37.44,1.247206704
1955-04-12,37.66,1.247206704
1955-04-13,37.71,1.247206704
1955-04-14,37.79,1.247206704
1955-04-15,37.96,1.247206704
1955-04-18,38.27,1.247206704
1955-04-19,38.22,1.247206704
1955-04-20,38.28,1.247206704
1955-04-21,38.32,1.247206704
1955-04-22,38.01,1.247206704
1955-04-25,38.11,1.247206704
1955-04-26,38.31,1.247206704
1955-04-27,38.11,1.247206704
1955-04-28,37.68,1.247206704
1955-04-29,37.96,1.247206704
1955-05-02,38.04,1.246275605
1955-05-03,37.7,1.246275605
1955-05-04,37.64,1.246275605
1955-05-05,37.82,1.246275605
1955-05-06,37.89,1.246275605
1955-05-09,37.93,1.246275605
1955-05-10,37.85,1.246275605
1955-05-11,37.42,1.246275605
1955-05-12,37.2,1.246275605
1955-05-13,37.44,1.246275605
1955-05-16,37.02,1.246275605
1955-05-17,36.97,1.246275605
1955-05-18,37.28,1.246275605
1955-05-19,37.49,1.246275605
1955-05-20,37.74,1.246275605
1955-05-23,37.48,1.246275605
1955-05-24,37.46,1.246275605
1955-05-25,37.6,1.246275605
1955-05-26,37.85,1.246275605
1955-05-27,37.93,1.246275605
1955-05-31,37.91,1.246275605
1955-06-01,37.96,1.243482309
1955-06-02,38.09,1.243482309
1955-06-03,38.37,1.243482309
1955-06-06,38.69,1.243482309
1955-06-07,38.96,1.243482309
1955-06-08,39.22,1.243482309
1955-06-09,39.01,1.243482309
1955-06-10,39.25,1.243482309
1955-06-13,39.62,1.243482309
1955-06-14,39.57,1.243482309
1955-06-15,39.89,1.243482309
1955-06-16,39.96,1.243482309
1955-06-17,40.1,1.243482309
1955-06-20,40.14,1.243482309
1955-06-21,40.51,1.243482309
1955-06-22,40.6,1.243482309
1955-06-23,40.75,1.243482309
1955-06-24,40.96,1.243482309
1955-06-27,40.99,1.243482309
1955-06-28,40.77,1.243482309
1955-06-29,40.79,1.243482309
1955-06-30,41.03,1.243482309
1955-07-01,41.19,1.245810056
1955-07-05,41.69,1.245810056
1955-07-06,43.18,1.245810056
1955-07-07,42.58,1.245810056
1955-07-08,42.64,1.245810056
1955-07-11,42.75,1.245810056
1955-07-12,42.75,1.245810056
1955-07-13,42.24,1.245810056
1955-07-14,42.25,1.245810056
1955-07-15,42.4,1.245810056
1955-07-18,42.36,1.245810056
1955-07-19,42.1,1.245810056
1955-07-20,42.23,1.245810056
1955-07-21,42.64,1.245810056
1955-07-22,43,1.245810056
1955-07-25,43.48,1.245810056
1955-07-26,43.58,1.245810056
1955-07-27,43.76,1.245810056
1955-07-28,43.5,1.245810056
1955-07-29,43.52,1.245810056
1955-08-01,42.93,1.243947858
1955-08-02,43.03,1.243947858
1955-08-03,43.09,1.243947858
1955-08-04,42.36,1.243947858
1955-08-05,42.56,1.243947858
1955-08-08,42.31,1.243947858
1955-08-09,41.75,1.243947858
1955-08-10,41.74,1.243947858
1955-08-11,42.13,1.243947858
1955-08-12,42.21,1.243947858
1955-08-15,42.17,1.243947858
1955-08-16,41.86,1.243947858
1955-08-17,41.9,1.243947858
1955-08-18,41.84,1.243947858
1955-08-19,42.02,1.243947858
1955-08-22,41.98,1.243947858
1955-08-23,42.55,1.243947858
1955-08-24,42.61,1.243947858
1955-08-25,42.8,1.243947858
1955-08-26,42.99,1.243947858
1955-08-29,42.96,1.243947858
1955-08-30,42.92,1.243947858
1955-08-31,43.18,1.243947858
1955-09-01,43.37,1.25
1955-09-02,43.6,1.25
1955-09-06,43.86,1.25
1955-09-07,43.85,1.25
1955-09-08,43.88,1.25
1955-09-09,43.89,1.25
1955-09-12,44.19,1.25
1955-09-13,44.8,1.25
1955-09-14,44.99,1.25
1955-09-15,44.75,1.25
1955-09-16,45.09,1.25
1955-09-19,45.16,1.25
1955-09-20,45.13,1.25
1955-09-21,45.39,1.25
1955-09-22,45.39,1.25
1955-09-23,45.63,1.25
1955-09-26,42.61,1.25
1955-09-27,43.58,1.25
1955-09-28,44.31,1.25
1955-09-29,44.03,1.25
1955-09-30,43.67,1.25
1955-10-03,42.49,1.248603352
1955-10-04,42.82,1.248603352
1955-10-05,42.99,1.248603352
1955-10-06,42.7,1.248603352
1955-10-07,42.38,1.248603352
1955-10-10,41.15,1.248603352
1955-10-11,40.8,1.248603352
1955-10-12,41.52,1.248603352
1955-10-13,41.39,1.248603352
1955-10-14,41.22,1.248603352
1955-10-17,41.35,1.248603352
1955-10-18,41.65,1.248603352
1955-10-19,42.07,1.248603352
1955-10-20,42.59,1.248603352
1955-10-21,42.59,1.248603352
1955-10-24,42.91,1.248603352
1955-10-25,42.63,1.248603352
1955-10-26,42.29,1.248603352
1955-10-27,42.14,1.248603352
1955-10-28,42.37,1.248603352
1955-10-31,42.34,1.248603352
1955-11-01,42.28,1.251396648
1955-11-02,42.35,1.251396648
1955-11-03,43.24,1.251396648
1955-11-04,43.96,1.251396648
1955-11-07,44.15,1.251396648
1955-11-09,44.61,1.251396648
1955-11-10,44.72,1.251396648
1955-11-11,45.24,1.251396648
1955-11-14,46.41,1.251396648
1955-11-15,46.21,1.251396648
1955-11-16,45.91,1.251396648
1955-11-17,45.59,1.251396648
1955-11-18,45.54,1.251396648
1955-11-21,45.22,1.251396648
1955-11-22,45.66,1.251396648
1955-11-23,45.72,1.251396648
1955-11-25,45.68,1.251396648
1955-11-28,45.38,1.251396648
1955-11-29,45.56,1.251396648
1955-11-30,45.51,1.251396648
1955-12-01,45.35,1.250931099
1955-12-02,45.44,1.250931099
1955-12-05,45.7,1.250931099
1955-12-06,45.7,1.250931099
1955-12-07,45.55,1.250931099
1955-12-08,45.82,1.250931099
1955-12-09,45.89,1.250931099
1955-12-12,45.42,1.250931099
1955-12-13,45.45,1.250931099
1955-12-14,45.07,1.250931099
1955-12-15,45.06,1.250931099
1955-12-16,45.13,1.250931099
1955-12-19,45.02,1.250931099
1955-12-20,44.95,1.250931099
1955-12-21,45.34,1.250931099
1955-12-22,45.41,1.250931099
1955-12-23,45.5,1.250931099
1955-12-27,45.22,1.250931099
1955-12-28,45.05,1.250931099
1955-12-29,45.15,1.250931099
1955-12-30,45.48,1.250931099
1956-01-03,45.16,1.249068901
1956-01-04,45,1.249068901
1956-01-05,44.95,1.249068901
1956-01-06,45.14,1.249068901
1956-01-09,44.51,1.249068901
1956-01-10,44.16,1.249068901
1956-01-11,44.38,1.249068901
1956-01-12,44.75,1.249068901
1956-01-13,44.67,1.249068901
1956-01-16,44.14,1.249068901
1956-01-17,44.47,1.249068901
1956-01-18,44.17,1.249068901
1956-01-19,43.72,1.249068901
1956-01-20,43.22,1.249068901
1956-01-23,43.11,1.249068901
1956-01-24,43.65,1.249068901
1956-01-25,43.72,1.249068901
1956-01-26,43.46,1.249068901
1956-01-27,43.35,1.249068901
1956-01-30,43.5,1.249068901
1956-01-31,43.82,1.249068901
1956-02-01,44.03,1.250465549
1956-02-02,44.22,1.250465549
1956-02-03,44.78,1.250465549
1956-02-06,44.81,1.250465549
1956-02-07,44.6,1.250465549
1956-02-08,44.16,1.250465549
1956-02-09,43.66,1.250465549
1956-02-10,43.64,1.250465549
1956-02-13,43.58,1.250465549
1956-02-14,43.42,1.250465549
1956-02-15,44.04,1.250465549
1956-02-16,43.82,1.250465549
1956-02-17,44.52,1.250465549
1956-02-20,44.45,1.250465549
1956-02-21,44.56,1.250465549
1956-02-23,44.95,1.250465549
1956-02-24,45.32,1.250465549
1956-02-27,45.27,1.250465549
1956-02-28,45.43,1.250465549
1956-02-29,45.34,1.250465549
1956-03-01,45.54,1.251862197
1956-03-02,45.81,1.251862197
1956-03-05,46.06,1.251862197
1956-03-06,46.04,1.251862197
1956-03-07,46.01,1.251862197
1956-03-08,46.12,1.251862197
1956-03-09,46.7,1.251862197
1956-03-12,47.13,1.251862197
1956-03-13,47.06,1.251862197
1956-03-14,47.53,1.251862197
1956-03-15,47.99,1.251862197
1956-03-16,48.14,1.251862197
1956-03-19,48.59,1.251862197
1956-03-20,48.87,1.251862197
1956-03-21,48.23,1.251862197
1956-03-22,48.72,1.251862197
1956-03-23,48.83,1.251862197
1956-03-26,48.62,1.251862197
1956-03-27,48.25,1.251862197
1956-03-28,48.51,1.251862197
1956-03-29,48.48,1.251862197
1956-04-02,48.7,1.253724395
1956-04-03,48.53,1.253724395
1956-04-04,48.8,1.253724395
1956-04-05,48.57,1.253724395
1956-04-06,48.85,1.253724395
1956-04-09,48.61,1.253724395
1956-04-10,47.93,1.253724395
1956-04-11,48.31,1.253724395
1956-04-12,48.02,1.253724395
1956-04-13,47.95,1.253724395
1956-04-16,47.96,1.253724395
1956-04-17,47.93,1.253724395
1956-04-18,47.74,1.253724395
1956-04-19,47.57,1.253724395
1956-04-20,47.76,1.253724395
1956-04-23,47.65,1.253724395
1956-04-24,47.26,1.253724395
1956-04-25,47.09,1.253724395
1956-04-26,47.49,1.253724395
1956-04-27,47.99,1.253724395
1956-04-30,48.38,1.253724395
1956-05-01,48.16,1.258379888
1956-05-02,48.17,1.258379888
1956-05-03,48.34,1.258379888
1956-05-04,48.51,1.258379888
1956-05-07,48.22,1.258379888
1956-05-08,48.02,1.258379888
1956-05-09,47.94,1.258379888
1956-05-10,47.16,1.258379888
1956-05-11,47.12,1.258379888
1956-05-14,46.86,1.258379888
1956-05-15,46.37,1.258379888
1956-05-16,46.05,1.258379888
1956-05-17,46.61,1.258379888
1956-05-18,46.39,1.258379888
1956-05-21,45.99,1.258379888
1956-05-22,45.26,1.258379888
1956-05-23,45.02,1.258379888
1956-05-24,44.6,1.258379888
1956-05-25,44.62,1.258379888
1956-05-28,44.1,1.258379888
1956-05-29,45.11,1.258379888
1956-05-31,45.2,1.258379888
1956-06-01,45.58,1.26396648
1956-06-04,45.85,1.26396648
1956-06-05,45.86,1.26396648
1956-06-06,45.63,1.26396648
1956-06-07,45.99,1.26396648
1956-06-08,45.14,1.26396648
1956-06-11,45.71,1.26396648
1956-06-12,46.36,1.26396648
1956-06-13,46.42,1.26396648
1956-06-14,46.31,1.26396648
1956-06-15,46.37,1.26396648
1956-06-18,46.17,1.26396648
1956-06-19,46.22,1.26396648
1956-06-20,46.41,1.26396648
1956-06-21,46.73,1.26396648
1956-06-22,46.59,1.26396648
1956-06-25,46.41,1.26396648
1956-06-26,46.72,1.26396648
1956-06-27,47.07,1.26396648
1956-06-28,47.13,1.26396648
1956-06-29,46.97,1.26396648
1956-07-02,46.93,1.270484171
1956-07-03,47.32,1.270484171
1956-07-05,47.8,1.270484171
1956-07-06,48.04,1.270484171
1956-07-09,48.25,1.270484171
1956-07-10,48.54,1.270484171
1956-07-11,48.69,1.270484171
1956-07-12,48.58,1.270484171
1956-07-13,48.72,1.270484171
1956-07-16,49.14,1.270484171
1956-07-17,49.31,1.270484171
1956-07-18,49.3,1.270484171
1956-07-19,49.32,1.270484171
1956-07-20,49.35,1.270484171
1956-07-23,49.33,1.270484171
1956-07-24,49.33,1.270484171
1956-07-25,49.44,1.270484171
1956-07-26,49.48,1.270484171
1956-07-27,49.08,1.270484171
1956-07-30,49,1.270484171
1956-07-31,49.39,1.270484171
1956-08-01,49.42,1.27141527
1956-08-02,49.74,1.27141527
1956-08-03,49.64,1.27141527
1956-08-06,48.86,1.27141527
1956-08-07,49.16,1.27141527
1956-08-08,49.36,1.27141527
1956-08-09,49.32,1.27141527
1956-08-10,49.09,1.27141527
1956-08-13,48.58,1.27141527
1956-08-14,48.9,1.27141527
1956-08-15,48.99,1.27141527
1956-08-16,48.88,1.27141527
1956-08-17,48.82,1.27141527
1956-08-20,48.25,1.27141527
1956-08-21,47.89,1.27141527
1956-08-22,47.42,1.27141527
1956-08-23,48,1.27141527
1956-08-24,47.95,1.27141527
1956-08-27,47.66,1.27141527
1956-08-28,47.57,1.27141527
1956-08-29,47.36,1.27141527
1956-08-30,46.94,1.27141527
1956-08-31,47.51,1.27141527
1956-09-04,47.89,1.273277467
1956-09-05,48.02,1.273277467
1956-09-06,48.1,1.273277467
1956-09-07,47.81,1.273277467
1956-09-10,47.56,1.273277467
1956-09-11,47.38,1.273277467
1956-09-12,47.05,1.273277467
1956-09-13,46.99,1.273277467
1956-09-14,47.21,1.273277467
1956-09-17,47.19,1.273277467
1956-09-18,46.79,1.273277467
1956-09-19,46.24,1.273277467
1956-09-20,46.21,1.273277467
1956-09-21,46.58,1.273277467
1956-09-24,46.4,1.273277467
1956-09-25,45.75,1.273277467
1956-09-26,45.82,1.273277467
1956-09-27,45.6,1.273277467
1956-09-28,45.35,1.273277467
1956-10-01,44.7,1.280726257
1956-10-02,45.52,1.280726257
1956-10-03,46.28,1.280726257
1956-10-04,46.29,1.280726257
1956-10-05,46.45,1.280726257
1956-10-08,46.43,1.280726257
1956-10-09,46.2,1.280726257
1956-10-10,46.84,1.280726257
1956-10-11,46.81,1.280726257
1956-10-12,47,1.280726257
1956-10-15,46.86,1.280726257
1956-10-16,46.62,1.280726257
1956-10-17,46.26,1.280726257
1956-10-18,46.34,1.280726257
1956-10-19,46.24,1.280726257
1956-10-22,46.23,1.280726257
1956-10-23,46.12,1.280726257
1956-10-24,45.93,1.280726257
1956-10-25,45.85,1.280726257
1956-10-26,46.27,1.280726257
1956-10-29,46.4,1.280726257
1956-10-30,46.37,1.280726257
1956-10-31,45.58,1.280726257
1956-11-01,46.52,1.280726257
1956-11-02,46.98,1.280726257
1956-11-05,47.6,1.280726257
1956-11-07,47.11,1.280726257
1956-11-08,46.73,1.280726257
1956-11-09,46.34,1.280726257
1956-11-12,46.49,1.280726257
1956-11-13,46.27,1.280726257
1956-11-14,46.01,1.280726257
1956-11-15,45.72,1.280726257
1956-11-16,45.74,1.280726257
1956-11-19,45.29,1.280726257
1956-11-20,44.89,1.280726257
1956-11-21,44.67,1.280726257
1956-11-23,45.14,1.280726257
1956-11-26,44.87,1.280726257
1956-11-27,44.91,1.280726257
1956-11-28,44.43,1.280726257
1956-11-29,44.38,1.280726257
1956-11-30,45.08,1.280726257
1956-12-03,45.98,1.286312849
1956-12-04,45.84,1.286312849
1956-12-05,46.39,1.286312849
1956-12-06,46.81,1.286312849
1956-12-07,47.04,1.286312849
1956-12-10,46.8,1.286312849
1956-12-11,46.48,1.286312849
1956-12-12,46.13,1.286312849
1956-12-13,46.5,1.286312849
1956-12-14,46.54,1.286312849
1956-12-17,46.54,1.286312849
1956-12-18,46.54,1.286312849
1956-12-19,46.43,1.286312849
1956-12-20,46.07,1.286312849
1956-12-21,46.37,1.286312849
1956-12-26,46.39,1.286312849
1956-12-27,46.35,1.286312849
1956-12-28,46.56,1.286312849
1956-12-31,46.67,1.286312849
1957-01-02,46.2,1.288175047
1957-01-03,46.6,1.288175047
1957-01-04,46.66,1.288175047
1957-01-07,46.42,1.288175047
1957-01-08,46.25,1.288175047
1957-01-09,46.16,1.288175047
1957-01-10,46.27,1.288175047
1957-01-11,46.18,1.288175047
1957-01-14,45.86,1.288175047
1957-01-15,45.18,1.288175047
1957-01-16,45.23,1.288175047
1957-01-17,45.22,1.288175047
1957-01-18,44.64,1.288175047
1957-01-21,44.4,1.288175047
1957-01-22,44.53,1.288175047
